,Age,WorkClass,fnlwgt,Edu_num,Marital_Status,Occupation,Relationship,Race,Sex,Capital_Gain,Capital_Loss,hpweek,Native_Country,Income
28808,19,Private,47577,10,Never-married,Transport-moving,Not-in-family,White,Male,0,0,50,United-States,0
30128,34,Private,84154,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,0
33938,44,Private,210875,7,Divorced,Prof-specialty,Not-in-family,Black,Female,0,0,40,United-States,0
15046,34,Private,248754,7,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,0
20859,38,Private,131461,5,Married-civ-spouse,Other-service,Wife,Black,Female,0,0,24,OtherCountry,0
17354,19,Private,108147,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,15,United-States,0
12671,21,Private,219086,9,Never-married,Other-service,Own-child,White,Male,0,0,35,United-States,0
5904,34,Private,103596,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,0
1103,41,Private,118619,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,50,United-States,0
30829,22,State-gov,34310,10,Never-married,Transport-moving,Own-child,White,Male,0,0,25,United-States,0
36082,44,Self-emp-inc,325159,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,0
36305,66,Private,28367,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,0
21153,46,Private,247286,10,Divorced,Sales,Unmarried,White,Female,0,0,40,United-States,0
38314,59,Private,112798,9,Divorced,Prof-specialty,Unmarried,White,Female,0,0,60,United-States,0
41916,62,Private,138157,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
13705,27,Private,167031,13,Never-married,Prof-specialty,Unmarried,OtherRace,Female,0,0,33,United-States,0
30319,18,Self-emp-inc,101061,7,Never-married,Farming-fishing,Own-child,White,Male,0,0,70,United-States,0
14679,30,Private,169841,9,Divorced,Sales,Not-in-family,White,Female,0,0,25,United-States,0
24185,47,Private,105273,13,Widowed,Craft-repair,Unmarried,Black,Female,6497,0,40,United-States,0
24343,55,Private,254627,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,0
27808,22,Private,177902,10,Never-married,Prof-specialty,Not-in-family,OtherRace,Female,0,0,25,United-States,0
14639,25,Private,108317,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,0
37335,61,Private,217125,2,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,OtherCountry,0
15603,40,Private,116632,13,Divorced,Sales,Own-child,White,Male,0,0,80,United-States,0
1032,27,Private,389713,10,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,0
41721,30,Private,37210,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
11647,47,Local-gov,138342,7,Married-civ-spouse,Transport-moving,Husband,White,Male,3411,0,40,OtherCountry,0
29502,25,Local-gov,476599,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0
19312,23,Private,147253,12,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,0
20358,47,Private,209212,5,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,56,United-States,0
32615,38,Private,219446,5,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,0,0,54,OtherCountry,0
1701,18,Private,46247,10,Never-married,Other-service,Own-child,White,Female,0,0,15,United-States,0
32032,40,State-gov,31627,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,20,United-States,0
7873,24,Private,112854,10,Never-married,Tech-support,Not-in-family,White,Female,0,0,16,United-States,0
19316,21,Private,400635,10,Never-married,Other-service,Not-in-family,White,Female,0,0,20,United-States,0
28515,35,Private,287658,12,Never-married,Transport-moving,Not-in-family,Black,Male,0,0,30,OtherCountry,0
9287,42,Private,179524,13,Separated,Other-service,Not-in-family,White,Female,0,0,50,United-States,0
30412,41,Private,213416,3,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,32,OtherCountry,0
23075,47,Private,39530,9,Divorced,Other-service,Not-in-family,White,Female,0,0,4,United-States,0
32991,64,Self-emp-inc,115931,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,0
4067,38,Private,241765,7,Divorced,Handlers-cleaners,Not-in-family,White,Female,0,0,60,United-States,0
12865,59,Private,333270,14,Married-civ-spouse,Craft-repair,Wife,OtherRace,Female,0,0,35,OtherCountry,0
38231,21,Private,415755,10,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,0
45062,32,Private,367904,6,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,OtherCountry,0
47906,19,Private,426589,9,Married-spouse-absent,Other-service,Own-child,White,Female,0,0,35,United-States,0
4221,35,Private,169638,10,Divorced,Sales,Unmarried,White,Female,0,0,36,United-States,0
39245,28,Private,162312,10,Never-married,Prof-specialty,Own-child,OtherRace,Male,0,0,40,OtherCountry,0
21294,27,Private,47907,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,43,United-States,0
33812,21,Private,197583,10,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,0
36073,21,Private,320425,10,Never-married,Prof-specialty,Own-child,White,Male,0,0,30,United-States,0
2275,23,Private,196827,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1902,40,United-States,0
20751,36,Private,177907,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,65,United-States,0
25727,18,Private,57108,7,Never-married,Sales,Own-child,White,Male,0,0,16,United-States,0
27868,29,Private,133420,10,Married-civ-spouse,Craft-repair,Husband,White,Male,5013,0,40,United-States,0
36826,23,Private,116934,6,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,0
31582,22,State-gov,477505,12,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,0
19178,51,Local-gov,264457,7,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,United-States,0
32447,17,Private,117798,6,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,0
36447,19,Private,201178,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,25,United-States,0
42354,30,Private,161153,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,0
364,22,Private,410439,9,Married-spouse-absent,Sales,Not-in-family,White,Male,0,0,55,United-States,0
26293,30,Private,45781,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0
44651,23,Private,122244,10,Never-married,Tech-support,Own-child,White,Female,0,0,40,United-States,0
39667,20,Private,175808,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,0
567,45,Private,433665,4,Separated,Other-service,Unmarried,White,Female,0,0,40,OtherCountry,0
15346,25,Private,199472,11,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,38,United-States,0
26288,24,Private,21154,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,30,United-States,0
30185,43,Private,193459,7,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,0
30891,18,Private,110142,9,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,0
35335,27,Private,132372,9,Never-married,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,0
13713,26,Private,142914,12,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,75,United-States,0
7655,37,Private,215419,12,Married-civ-spouse,Other-service,Wife,White,Female,0,0,25,United-States,0
9805,30,Self-emp-inc,185384,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,25,United-States,0
43794,45,Private,123844,9,Divorced,Other-service,Own-child,White,Female,0,0,60,United-States,0
6150,31,Self-emp-inc,83748,10,Married-civ-spouse,Exec-managerial,Wife,OtherRace,Female,0,0,70,OtherCountry,0
2117,45,Local-gov,135776,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,30,United-States,0
28211,20,Private,333843,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,0
35320,19,Private,143816,10,Never-married,Machine-op-inspct,Other-relative,Black,Male,0,0,30,United-States,0
35563,31,Private,100333,7,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,36,United-States,0
10466,50,State-gov,242517,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,0
21056,64,Local-gov,142166,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,99,United-States,0
46642,28,Private,239539,9,Never-married,Craft-repair,Own-child,OtherRace,Male,0,0,45,United-States,0
9034,20,Private,406641,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,30,United-States,0
41459,19,State-gov,176936,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,30,United-States,0
38523,22,Private,203076,6,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,0
47476,18,Private,184101,7,Never-married,Farming-fishing,Own-child,White,Male,0,0,6,United-States,0
35674,48,Private,131762,9,Never-married,Other-service,Not-in-family,White,Female,0,0,30,United-States,0
343,33,Private,85043,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,20,United-States,0
12032,47,Private,102771,4,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,OtherCountry,0
41735,19,Private,41163,9,Never-married,Sales,Not-in-family,White,Male,0,0,38,United-States,0
42272,23,Private,179241,10,Never-married,Other-service,Own-child,White,Female,0,0,30,United-States,0
42832,38,Private,331395,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,38,United-States,0
38500,20,Private,188409,10,Never-married,Transport-moving,Not-in-family,White,Male,0,0,60,United-States,0
8197,23,Private,184255,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States,0
46045,33,Private,251117,3,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,OtherCountry,0
38760,24,Private,87546,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,0
27359,38,Private,197113,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,20,United-States,0
20885,18,Private,240183,9,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,0
45763,25,Private,270379,9,Never-married,Tech-support,Other-relative,Black,Female,0,0,35,United-States,0
17411,37,Private,256636,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0
46937,52,Private,172962,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0
44041,38,Private,277347,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
17240,52,Private,180142,14,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,45,United-States,0
37830,40,Self-emp-not-inc,308296,9,Divorced,Other-service,Own-child,White,Female,0,0,40,United-States,0
14222,56,Self-emp-not-inc,210731,4,Divorced,Sales,Other-relative,White,Male,0,0,20,OtherCountry,0
14522,39,Private,32650,11,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,60,United-States,0
15805,49,Local-gov,46537,9,Divorced,Adm-clerical,Not-in-family,White,Female,594,0,10,United-States,0
37890,23,Private,113301,7,Separated,Prof-specialty,Not-in-family,White,Female,0,0,35,United-States,0
32108,20,Private,86143,10,Never-married,Other-service,Other-relative,OtherRace,Male,0,0,30,United-States,0
1265,31,Private,163594,9,Never-married,Sales,Not-in-family,White,Female,0,0,45,United-States,0
25508,34,Private,157289,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
5489,41,Private,336643,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,80,United-States,0
7574,20,State-gov,125165,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,25,United-States,0
47849,48,Private,250733,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,0
40998,22,Private,316304,10,Never-married,Farming-fishing,Own-child,White,Male,0,0,50,United-States,0
36353,49,Private,186256,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,0
16540,33,Private,174201,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,0
35917,22,Private,141003,9,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,0
44006,19,Private,310483,8,Never-married,Other-service,Own-child,White,Male,0,0,25,United-States,0
45876,36,Private,19914,10,Never-married,Adm-clerical,Own-child,OtherRace,Female,0,0,40,United-States,0
21928,42,Private,194537,9,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,0
36113,56,Private,159472,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0
13371,31,Private,148607,10,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,0
6801,29,Private,178469,9,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,0
21987,48,Private,395368,10,Divorced,Handlers-cleaners,Other-relative,Black,Male,0,0,40,United-States,0
3356,29,Private,129856,11,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,0
32099,55,Private,118993,10,Separated,Exec-managerial,Unmarried,White,Female,0,0,10,United-States,0
21075,33,Private,176673,9,Never-married,Machine-op-inspct,Not-in-family,Black,Female,0,0,40,United-States,0
9435,45,Private,179428,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,55,United-States,0
16493,23,Private,42706,10,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States,0
34040,67,Local-gov,197816,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,24,United-States,0
41655,37,Local-gov,74194,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,0
8313,20,Private,172232,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,48,United-States,0
46117,41,Private,413365,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,0
35644,64,Private,223075,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,8,United-States,0
47276,39,Private,266347,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,0
36337,56,Private,269681,9,Divorced,Transport-moving,Unmarried,White,Female,0,0,35,United-States,0
5334,49,Private,332355,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0
45647,50,Self-emp-not-inc,158352,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,25,United-States,0
8513,29,Private,34292,9,Never-married,Other-service,Own-child,White,Male,0,0,38,United-States,0
3797,68,Private,339168,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,30,United-States,0
24885,35,Private,32126,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0
3009,35,Private,181382,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,43,United-States,0
37945,48,Private,324655,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,0
17937,52,Private,194580,3,Divorced,Farming-fishing,Unmarried,White,Male,0,0,40,United-States,0
42118,20,Private,163870,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,0
46190,26,Private,242464,11,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,0
2543,54,Private,175912,9,Widowed,Machine-op-inspct,Unmarried,White,Male,914,0,40,United-States,0
27449,54,Self-emp-not-inc,52634,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,0
17848,40,Private,346847,11,Separated,Prof-specialty,Other-relative,White,Female,0,0,40,United-States,0
18325,28,Private,179949,9,Divorced,Transport-moving,Unmarried,Black,Female,0,0,20,United-States,0
2382,39,Private,103986,9,Never-married,Prof-specialty,Not-in-family,White,Male,0,1590,40,United-States,0
16411,55,Private,176904,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,0
20256,33,Private,197424,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,5013,0,40,United-States,0
28029,32,Self-emp-not-inc,189461,9,Never-married,Other-service,Not-in-family,White,Female,0,0,60,United-States,0
8555,69,Private,512992,7,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,45,United-States,0
48375,51,Self-emp-inc,318351,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,1741,40,United-States,0
47983,22,Private,416103,9,Never-married,Craft-repair,Own-child,White,Male,0,0,50,United-States,0
17570,49,Private,195956,13,Divorced,Tech-support,Unmarried,White,Female,0,0,35,United-States,0
30440,46,State-gov,192323,9,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,0
41740,48,Private,284916,5,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,0
12686,63,Private,187919,7,Married-civ-spouse,Other-service,Husband,White,Male,0,0,30,United-States,0
45913,40,State-gov,195388,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,0
8344,27,Private,106758,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,45,United-States,0
43014,44,Self-emp-not-inc,89413,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,0
19304,64,Federal-gov,316246,13,Divorced,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,0
21830,56,Private,190257,4,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,0
7945,50,Private,104729,9,Divorced,Machine-op-inspct,Other-relative,White,Female,0,0,48,United-States,0
7017,28,Private,183639,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,21,United-States,0
13676,24,Private,137876,9,Never-married,Craft-repair,Own-child,White,Male,0,0,50,United-States,0
15547,32,Private,251612,3,Never-married,Prof-specialty,Unmarried,White,Female,0,0,45,OtherCountry,0
38747,68,Private,353871,9,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0
18993,31,Local-gov,33124,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,0
